reg,dep,com,insee,name,pop,half
Grand Est,08,274,08274,Marcq,101,non
Grand Est,08,286,08286,Ménil-Annelles,101,non
Occitanie,09,063,09063,Le Bosc,101,non
Occitanie,09,166,09166,Leychert,101,non
Grand Est,10,008,10008,Argançon,101,non
Grand Est,10,077,10077,Champigny-sur-Aube,101,non
Grand Est,10,135,10135,Éclance,101,non
Occitanie,11,381,11381,Sougraigne,101,non
Occitanie,11,409,11409,Vignevieille,101,non
Normandie,14,116,14116,Le Bû-sur-Rouvres,101,non
Auvergne-Rhône-Alpes,15,128,15128,La Monselie,101,non
Nouvelle-Aquitaine,19,111,19111,Laval-sur-Luzège,101,non
Corse,2A,056,2A056,Campo,101,non
Corse,2A,144,2A144,Lopigna,101,non
Corse,2A,240,2A240,Poggiolo,101,non
Corse,2A,278,2A278,Serra-di-Scopamène,101,non
Corse,2B,218,2B218,Piedicorte-di-Gaggio,101,non
Bourgogne-Franche-Comté,21,468,21468,Orain,101,non
Bourgogne-Franche-Comté,21,589,21589,Saussy,101,non
Nouvelle-Aquitaine,23,043,23043,Chamberaud,101,non
Centre-Val de Loire,28,090,28090,Les Châtelets,101,non
Occitanie,31,376,31376,Montgaillard-de-Salies,101,non
Occitanie,32,026,32026,Bajonnette,101,non
Occitanie,32,238,32238,Marseillan,101,non
Occitanie,48,187,48187,Les Salces,101,non
Grand Est,51,395,51395,Nesle-la-Reposte,101,non
Grand Est,52,284,52284,Leschères-sur-le-Blaiseron,101,non
Grand Est,52,295,52295,Louvières,101,non
Grand Est,52,303,52303,Maizières-sur-Amance,101,non
Bourgogne-Franche-Comté,58,130,58130,Grenois,101,non
Occitanie,65,277,65277,Lombrès,101,non
Auvergne-Rhône-Alpes,69,210,69210,Saint-Jacques-des-Arrêts,101,non
Nouvelle-Aquitaine,79,142,79142,Juillé,101,non
Hauts-de-France,80,143,80143,Brocourt,101,non
Occitanie,82,133,82133,Mouillac,101,non
Grand Est,88,058,88058,Biécourt,101,non
Grand Est,88,102,88102,Chermisey,101,non
Grand Est,88,307,88307,Mont-lès-Lamarche,101,non
Grand Est,88,443,88443,Sartes,101,non
Bourgogne-Franche-Comté,89,271,89271,Moulins-en-Tonnerrois,101,non
Auvergne-Rhône-Alpes,01,059,01059,Brénaz,100,non
Auvergne-Rhône-Alpes,01,439,01439,Vésines,100,non
Auvergne-Rhône-Alpes,07,104,07104,Issamoulenc,100,non
Grand Est,08,171,08171,Fléville,100,non
Occitanie,09,295,09295,Siguer,100,non
Grand Est,10,059,10059,Braux,100,non
Occitanie,11,143,11143,Feuilla,100,non
Occitanie,11,399,11399,Tréville,100,non
Occitanie,12,212,12212,Saint-Beaulize,100,non
Normandie,14,550,14550,Rumesnil,100,non
Normandie,14,613,14613,Saint-Marcouf,100,non
Nouvelle-Aquitaine,16,365,16365,Sauvignac,100,non
Centre-Val de Loire,18,196,18196,Saint-Aignan-des-Noyers,100,non
Corse,2A,203,2A203,Partinello,100,non
Bourgogne-Franche-Comté,21,030,21030,Aubaine,100,non
Bretagne,22,373,22373,Tréogan,100,non
Nouvelle-Aquitaine,23,218,23218,Saint-Maurice-près-Crocq,100,non
Nouvelle-Aquitaine,23,225,23225,Saint-Oradoux-près-Crocq,100,non
Nouvelle-Aquitaine,24,122,24122,Cladech,100,non
Nouvelle-Aquitaine,24,495,24495,Saint-Romain-de-Monpazier,100,non
Bourgogne-Franche-Comté,25,005,25005,Accolans,100,non
Bourgogne-Franche-Comté,25,398,25398,Montflovin,100,non
Bourgogne-Franche-Comté,25,404,25404,Montmahoux,100,non
Normandie,27,651,27651,Tournedos-sur-Seine,100,non
Occitanie,32,364,32364,Saint-Avit-Frandat,100,non
Occitanie,32,402,32402,Saint-Paul-de-Baïse,100,non
Occitanie,34,054,34054,Cassagnoles,100,non
Auvergne-Rhône-Alpes,38,177,38177,La Garde,100,non
Bourgogne-Franche-Comté,39,117,39117,Chatelay,100,non
Bourgogne-Franche-Comté,39,302,39302,Louvatange,100,non
Bourgogne-Franche-Comté,39,469,39469,Rouffange,100,non
Bourgogne-Franche-Comté,39,497,39497,Saizenay,100,non
Bourgogne-Franche-Comté,39,527,39527,Taxenne,100,non
Auvergne-Rhône-Alpes,43,066,43066,Chaudeyrolles,100,non
Auvergne-Rhône-Alpes,43,180,43180,Saint-Étienne-du-Vigan,100,non
Occitanie,46,146,46146,Ladirat,100,non
Occitanie,46,308,46308,Soucirac,100,non
Occitanie,48,110,48110,Paulhac-en-Margeride,100,non
Occitanie,48,124,48124,Recoules-de-Fumas,100,non
Normandie,50,169,50169,Écausseville,100,non
Grand Est,51,430,51430,Pierre-Morains,100,non
Grand Est,51,565,51565,Thaas,100,non
Grand Est,51,570,51570,Le Thoult-Trosnay,100,non
Grand Est,52,063,52063,Bourg-Sainte-Marie,100,non
Grand Est,52,372,52372,Outremécourt,100,non
Grand Est,54,085,54085,Borville,100,non
Grand Est,54,555,54555,Vaxainville,100,non
Grand Est,54,576,54576,Villers-le-Rond,100,non
Grand Est,57,247,57247,Gerbécourt,100,non
Bourgogne-Franche-Comté,58,224,58224,Ruages,100,non
Hauts-de-France,62,375,62375,Gommecourt,100,non
Auvergne-Rhône-Alpes,63,359,63359,Saint-Hilaire-les-Monges,100,non
Occitanie,65,174,65174,Estirac,100,non
Occitanie,65,194,65194,Générest,100,non
Occitanie,65,234,65234,Jézeau,100,non
Occitanie,65,249,65249,Lalanne,100,non
Occitanie,65,461,65461,Vidou,100,non
Bourgogne-Franche-Comté,70,237,70237,Fleurey-lès-Lavoncourt,100,non
Bourgogne-Franche-Comté,71,352,71352,Le Planois,100,non
Pays de la Loire,72,171,72171,Louzes,100,non
Hauts-de-France,80,220,80220,Courtemanche,100,non
Hauts-de-France,80,451,80451,Irles,100,non
Hauts-de-France,80,459,80459,Laleu,100,non
Nouvelle-Aquitaine,86,013,86013,Aulnay,100,non
Grand Est,88,052,88052,Belrupt,100,non
Grand Est,88,437,88437,Saint-Vallier,100,non
Auvergne-Rhône-Alpes,01,279,01279,Oncieu,99,non
Hauts-de-France,02,107,02107,Bourguignon-sous-Coucy,99,non
Hauts-de-France,02,732,02732,Surfontaine,99,non
Auvergne-Rhône-Alpes,07,239,07239,Saint-Genest-Lachamp,99,non
Centre-Val de Loire,18,061,18061,Chaumoux-Marcilly,99,non
Centre-Val de Loire,18,283,18283,Villecelin,99,non
Corse,2A,061,2A061,Carbini,99,non
Corse,2B,366,2B366,Chisa,99,non
Bourgogne-Franche-Comté,21,051,21051,Baulme-la-Roche,99,non
Bourgogne-Franche-Comté,21,063,21063,Beneuvre,99,non
Bourgogne-Franche-Comté,21,064,21064,Benoisey,99,non
Nouvelle-Aquitaine,23,023,23023,Blaudeix,99,non
Auvergne-Rhône-Alpes,26,036,26036,Beaumont-en-Diois,99,non
Normandie,27,570,27570,Saint-Martin-la-Campagne,99,non
Occitanie,31,017,31017,Arlos,99,non
Occitanie,32,316,32316,Peyrusse-Massas,99,non
Occitanie,32,324,32324,Ponsan-Soubiran,99,non
Occitanie,32,351,32351,Roques,99,non
Nouvelle-Aquitaine,33,139,33139,Coutures,99,non
Bourgogne-Franche-Comté,39,020,39020,Arsure-Arsurette,99,non
Bourgogne-Franche-Comté,39,065,39065,Bonnefontaine,99,non
Auvergne-Rhône-Alpes,43,219,43219,Saint-Préjet-Armandon,99,non
Occitanie,46,181,46181,Lunegarde,99,non
Occitanie,48,067,48067,Gabriac,99,non
Normandie,50,529,50529,Saint-Nicolas-des-Bois,99,non
Grand Est,51,306,51306,Joiselle,99,non
Grand Est,51,451,51451,Queudes,99,non
Grand Est,51,491,51491,Saint-Jean-sur-Tourbe,99,non
Grand Est,52,310,52310,Marbéville,99,non
Grand Est,52,482,52482,Soulaucourt-sur-Mouzon,99,non
Grand Est,54,068,54068,Beuvezin,99,non
Grand Est,54,389,54389,Mouaville,99,non
Grand Est,55,104,55104,Chassey-Beaupré,99,non
Grand Est,55,549,55549,Véry,99,non
Bourgogne-Franche-Comté,58,048,58048,Cessy-les-Bois,99,non
Hauts-de-France,60,078,60078,Blincourt,99,non
Normandie,61,064,61064,Brullemail,99,non
Auvergne-Rhône-Alpes,63,153,63153,Espinchal,99,non
Nouvelle-Aquitaine,64,099,64099,Bastanès,99,non
Occitanie,65,137,65137,Caussade-Rivière,99,non
Occitanie,65,328,65328,Neuilh,99,non
Bourgogne-Franche-Comté,70,518,70518,Le Val-Saint-Éloi,99,non
Hauts-de-France,80,005,80005,Agenville,99,non
Hauts-de-France,80,258,80258,Driencourt,99,non
Occitanie,81,123,81123,Lacapelle-Ségalar,99,non
Occitanie,82,046,82046,Coutures,99,non
Nouvelle-Aquitaine,87,132,87132,Saint-Amand-le-Petit,99,non
Grand Est,88,353,88353,Pont-lès-Bonfays,99,non
Grand Est,88,359,88359,Prey,99,non
Grand Est,88,469,88469,Thiraucourt,99,non
Bourgogne-Franche-Comté,89,417,89417,Tissey,99,non
Hauts-de-France,02,265,02265,Dohis,98,non
Hauts-de-France,02,723,02723,Soize,98,non
Hauts-de-France,02,742,02742,Thiernu,98,non
Provence-Alpes-Côte d'Azur,04,017,04017,Auzet,98,non
Provence-Alpes-Côte d'Azur,04,099,04099,Lambruisse,98,non
Provence-Alpes-Côte d'Azur,06,051,06051,La Croix-sur-Roudoule,98,non
Grand Est,08,052,08052,Bayonville,98,non
Grand Est,08,288,08288,Mesmont,98,non
Occitanie,09,117,09117,Esplas,98,non
Occitanie,09,183,09183,Mauvezin-de-Prat,98,non
Grand Est,10,093,10093,Chaumesnil,98,non
Grand Est,10,194,10194,Lévigny,98,non
Grand Est,10,309,10309,Prusy,98,non
Occitanie,11,343,11343,Saint-Gaudéric,98,non
Auvergne-Rhône-Alpes,15,126,15126,Molèdes,98,non
Nouvelle-Aquitaine,16,203,16203,Mainzac,98,non
Nouvelle-Aquitaine,16,394,16394,Vaux-Lavalette,98,non
Nouvelle-Aquitaine,19,175,19175,Roche-le-Peyroux,98,non
Nouvelle-Aquitaine,19,266,19266,Thalamy,98,non
Corse,2B,059,2B059,Canavaggia,98,non
Corse,2B,328,2B328,Tox,98,non
Bourgogne-Franche-Comté,21,237,21237,Échalot,98,non
Nouvelle-Aquitaine,24,545,24545,Teillots,98,non
Bourgogne-Franche-Comté,25,007,25007,Adam-lès-Vercel,98,non
Bourgogne-Franche-Comté,25,299,25299,Guillon-les-Bains,98,non
Normandie,27,404,27404,Mesnil-Rousset,98,non
Normandie,27,579,27579,Saint-Ouen-de-Pontcheuil,98,non
Occitanie,31,009,31009,Antichan-de-Frontignes,98,non
Occitanie,31,012,31012,Arbon,98,non
Occitanie,31,350,31350,Mondilhan,98,non
Occitanie,32,047,32047,Berrac,98,non
Nouvelle-Aquitaine,33,066,33066,Bourdelles,98,non
Nouvelle-Aquitaine,33,169,33169,Floudès,98,non
Bourgogne-Franche-Comté,39,430,39430,Plumont,98,non
Centre-Val de Loire,41,202,41202,Saint-Avit,98,non
Occitanie,46,167,46167,Lentillac-du-Causse,98,non
Normandie,50,229,50229,Hamelin,98,non
Normandie,50,578,50578,Sortosville,98,non
Grand Est,51,302,51302,Les Istres-et-Bury,98,non
Grand Est,57,399,57399,Lezey,98,non
Bourgogne-Franche-Comté,58,135,58135,Isenay,98,non
Bourgogne-Franche-Comté,58,183,58183,Mouron-sur-Yonne,98,non
Hauts-de-France,60,100,60100,Brasseuse,98,non
Normandie,61,271,61271,Le Ménil-Scelleur,98,non
Hauts-de-France,62,433,62433,Héricourt,98,non
Hauts-de-France,62,554,62554,Maresville,98,non
Auvergne-Rhône-Alpes,63,220,63220,Mazoires,98,non
Nouvelle-Aquitaine,64,151,64151,Burgaronne,98,non
Occitanie,65,454,65454,Trouley-Labarthe,98,non
Bourgogne-Franche-Comté,70,156,70156,Citey,98,non
Normandie,76,505,76505,Pommereux,98,non
Hauts-de-France,80,157,80157,Bussy-lès-Poix,98,non
Occitanie,81,110,81110,Jouqueviel,98,non
Occitanie,81,161,81161,Massals,98,non
Grand Est,88,478,88478,Tranqueville-Graux,98,non
Bourgogne-Franche-Comté,89,325,89325,Ronchères,98,non
Hauts-de-France,02,055,02055,Beaumé,97,non
Hauts-de-France,02,412,02412,Launoy,97,non
Provence-Alpes-Côte d'Azur,04,194,04194,Saint-Pierre,97,non
Provence-Alpes-Côte d'Azur,06,045,06045,Collongues,97,non
Provence-Alpes-Côte d'Azur,06,096,06096,Pierlas,97,non
Grand Est,08,426,08426,Son,97,non
Grand Est,08,453,08453,Toges,97,non
Occitanie,09,323,09323,Vals,97,non
Occitanie,12,295,12295,Viala-du-Pas-de-Jaux,97,non
Normandie,14,183,14183,Cossesseville,97,non
Nouvelle-Aquitaine,16,240,16240,Nabinaud,97,non
Nouvelle-Aquitaine,16,398,16398,Verneuil,97,non
Nouvelle-Aquitaine,17,180,17180,Gourvillette,97,non
Corse,2A,197,2A197,Osani,97,non
Corse,2A,204,2A204,Pastricciola,97,non
Corse,2A,295,2A295,Sant'Andréa-d'Orcino,97,non
Nouvelle-Aquitaine,24,423,24423,Sainte-Innocence,97,non
Bourgogne-Franche-Comté,25,088,25088,Breconchaux,97,non
Auvergne-Rhône-Alpes,26,343,26343,Souspierre,97,non
Occitanie,31,191,31191,Fougaron,97,non
Nouvelle-Aquitaine,33,224,33224,Landerrouet-sur-Ségur,97,non
Centre-Val de Loire,37,090,37090,Crissay-sur-Manse,97,non
Bourgogne-Franche-Comté,39,363,39363,Montrevel,97,non
Occitanie,46,078,46078,Couzou,97,non
Occitanie,46,079,46079,Cras,97,non
Occitanie,46,096,46096,Espeyroux,97,non
Nouvelle-Aquitaine,47,319,47319,Villebramar,97,non
Grand Est,51,502,51502,Saint-Martin-aux-Champs,97,non
Grand Est,52,039,52039,Baudrecourt,97,non
Grand Est,52,231,52231,Guindrecourt-aux-Ormes,97,non
Grand Est,52,363,52363,Orbigny-au-Val,97,non
Grand Est,52,364,52364,Orcevaux,97,non
Grand Est,54,237,54237,Grimonviller,97,non
Grand Est,54,293,54293,Landécourt,97,non
Grand Est,54,386,54386,Moriviller,97,non
Grand Est,54,556,54556,Vého,97,non
Grand Est,55,067,55067,Boviolles,97,non
Grand Est,55,586,55586,Xivray-et-Marvoisin,97,non
Bourgogne-Franche-Comté,58,128,58128,Glux-en-Glenne,97,non
Hauts-de-France,60,237,60237,Fléchy,97,non
Normandie,61,180,61180,Fresnay-le-Samson,97,non
Hauts-de-France,62,578,62578,Monchiet,97,non
Auvergne-Rhône-Alpes,63,060,63060,Bussières,97,non
Auvergne-Rhône-Alpes,63,398,63398,Saint-Sauveur-la-Sagne,97,non
Nouvelle-Aquitaine,64,162,64162,Camou-Cihigue,97,non
Occitanie,65,311,65311,Mingot,97,non
Occitanie,66,092,66092,Lansac,97,non
Bourgogne-Franche-Comté,70,124,70124,Champtonnay,97,non
Bourgogne-Franche-Comté,70,153,70153,Cintrey,97,non
Bourgogne-Franche-Comté,70,468,70468,Saint-Marcel,97,non
Bourgogne-Franche-Comté,71,449,71449,Saint-Martin-d'Auxy,97,non
Pays de la Loire,72,037,72037,Blèves,97,non
Auvergne-Rhône-Alpes,73,101,73101,Doucy-en-Bauges,97,non
Île-de-France,77,015,77015,Baby,97,non
Hauts-de-France,80,065,80065,Beaucourt-sur-l'Ancre,97,non
Hauts-de-France,80,413,80413,Hancourt,97,non
Occitanie,82,058,82058,Fajolles,97,non
Grand Est,88,362,88362,Le Puid,97,non
Bourgogne-Franche-Comté,89,071,89071,Chamoux,97,non
Hauts-de-France,02,536,02536,Nampteuil-sous-Muret,96,non
Hauts-de-France,02,542,02542,Neuflieux,96,non
Grand Est,08,102,08102,Chappes,96,non
Grand Est,08,256,08256,Liry,96,non
Grand Est,08,271,08271,Manre,96,non
Occitanie,09,055,09055,Bethmale,96,non
Grand Est,10,065,10065,Brillecourt,96,non
Occitanie,11,268,11268,Orsans,96,non
Normandie,14,239,14239,Englesqueville-la-Percée,96,non
Normandie,14,446,14446,Montigny,96,non
Nouvelle-Aquitaine,19,090,19090,Gumond,96,non
Bourgogne-Franche-Comté,21,309,21309,Griselles,96,non
Bourgogne-Franche-Comté,21,310,21310,Grosbois-en-Montagne,96,non
Nouvelle-Aquitaine,23,037,23037,Bussière-Nouvelle,96,non
Nouvelle-Aquitaine,23,051,23051,La Chapelle-Saint-Martial,96,non
Nouvelle-Aquitaine,24,192,24192,Gabillou,96,non
Nouvelle-Aquitaine,24,493,24493,Saint-Raphaël,96,non
Occitanie,30,044,30044,Bonnevaux,96,non
Occitanie,31,041,31041,Bagiry,96,non
Occitanie,31,086,31086,Bouzin,96,non
Occitanie,31,152,31152,Coueilles,96,non
Occitanie,32,308,32308,Pébées,96,non
Occitanie,32,411,32411,Sansan,96,non
Occitanie,32,438,32438,Tachoires,96,non
Occitanie,34,104,34104,Fos,96,non
Auvergne-Rhône-Alpes,38,092,38092,Châtelus,96,non
Bourgogne-Franche-Comté,39,372,39372,Mournans-Charbonny,96,non
Nouvelle-Aquitaine,40,038,40038,Bergouey,96,non
Occitanie,46,198,46198,Montbrun,96,non
Occitanie,46,234,46234,Rampoux,96,non
Grand Est,51,373,51373,Moncetz-l'Abbaye,96,non
Grand Est,52,473,52473,Signéville,96,non
Grand Est,54,278,54278,Jevoncourt,96,non
Grand Est,54,501,54501,Seranville,96,non
Grand Est,55,411,55411,Rambluzin-et-Benoite-Vaux,96,non
Grand Est,55,471,55471,Saulmory-et-Villefranche,96,non
Bourgogne-Franche-Comté,58,013,58013,Arthel,96,non
Bourgogne-Franche-Comté,58,097,58097,Diennes-Aubigny,96,non
Hauts-de-France,60,397,60397,Le Mesnil-Conteville,96,non
Normandie,61,089,61089,Champosoult,96,non
Normandie,61,311,61311,Normandel,96,non
Occitanie,65,089,65089,Betpouey,96,non
Occitanie,65,403,65403,Sanous,96,non
Bourgogne-Franche-Comté,70,217,70217,Esmoulières,96,non
Bourgogne-Franche-Comté,70,230,70230,Fédry,96,non
Bourgogne-Franche-Comté,70,520,70520,Vanne,96,non
Auvergne-Rhône-Alpes,73,311,73311,Le Verneil,96,non
Hauts-de-France,80,098,80098,Bettembos,96,non
Hauts-de-France,80,334,80334,Fossemanant,96,non
Hauts-de-France,80,383,80383,Goyencourt,96,non
Bourgogne-Franche-Comté,89,259,89259,Môlay,96,non
Île-de-France,91,526,91526,Roinvilliers,96,non
Auvergne-Rhône-Alpes,03,269,03269,Sauvagny,95,non
Provence-Alpes-Côte d'Azur,04,179,04179,Saint-Geniez,95,non
Auvergne-Rhône-Alpes,07,098,07098,Gourdon,95,non
Occitanie,11,231,11231,Mézerville,95,non
Normandie,14,469,14469,Norrey-en-Auge,95,non
Normandie,14,660,14660,Saint-Vaast-en-Auge,95,non
Auvergne-Rhône-Alpes,15,098,15098,Laurie,95,non
Auvergne-Rhône-Alpes,15,158,15158,Rageade,95,non
Nouvelle-Aquitaine,16,331,16331,Saint-Laurent-des-Combes,95,non
Centre-Val de Loire,18,121,18121,Lantan,95,non
Bourgogne-Franche-Comté,21,343,21343,Larrey,95,non
Bourgogne-Franche-Comté,21,395,21395,Massingy-lès-Vitteaux,95,non
Nouvelle-Aquitaine,24,144,24144,Creyssac,95,non
Nouvelle-Aquitaine,24,533,24533,Servanches,95,non
Bourgogne-Franche-Comté,25,488,25488,Rennes-sur-Loue,95,non
Bourgogne-Franche-Comté,25,613,25613,Viéthorey,95,non
Auvergne-Rhône-Alpes,26,111,26111,Crupies,95,non
Centre-Val de Loire,28,260,28260,Montharville,95,non
Occitanie,31,367,31367,Montclar-de-Comminges,95,non
Occitanie,32,049,32049,Bétous,95,non
Occitanie,32,077,32077,Castelnau-d'Anglès,95,non
Occitanie,32,228,32228,Manent-Montané,95,non
Bourgogne-Franche-Comté,39,196,39196,Les Deux-Fays,95,non
Centre-Val de Loire,41,208,41208,Saint-Étienne-des-Guérets,95,non
Auvergne-Rhône-Alpes,43,098,43098,Freycenet-la-Tour,95,non
Occitanie,46,244,46244,Sabadel-Latronquière,95,non
Nouvelle-Aquitaine,47,286,47286,Sauméjan,95,non
Occitanie,48,044,48044,Chauchailles,95,non
Occitanie,48,192,48192,Trélans,95,non
Normandie,50,026,50026,Azeville,95,non
Grand Est,51,082,51082,Braux-Sainte-Cohière,95,non
Grand Est,51,437,51437,Poilly,95,non
Grand Est,52,181,52181,Échenay,95,non
Grand Est,52,445,52445,Saint-Broingt-le-Bois,95,non
Grand Est,54,355,54355,Martincourt,95,non
Grand Est,55,281,55281,Latour-en-Woëvre,95,non
Grand Est,57,141,57141,Chicourt,95,non
Grand Est,57,248,57248,Givrycourt,95,non
Grand Est,57,621,57621,Saint-Médard,95,non
Nouvelle-Aquitaine,64,050,64050,Arrast-Larrebieu,95,non
Occitanie,65,037,65037,Artiguemy,95,non
Grand Est,68,293,68293,Saint-Cosme,95,non
Bourgogne-Franche-Comté,70,047,70047,Baignes,95,non
Bourgogne-Franche-Comté,70,316,70316,Le Magnoray,95,non
Bourgogne-Franche-Comté,70,509,70509,Tromarey,95,non
Bourgogne-Franche-Comté,71,115,71115,Châtel-Moron,95,non
Bourgogne-Franche-Comté,71,358,71358,Pressy-sous-Dondin,95,non
Bourgogne-Franche-Comté,71,363,71363,Le Puley,95,non
Bourgogne-Franche-Comté,71,515,71515,Sercy,95,non
Bourgogne-Franche-Comté,71,521,71521,Sigy-le-Châtel,95,non
Auvergne-Rhône-Alpes,73,193,73193,Ontex,95,non
Hauts-de-France,80,397,80397,Gueudecourt,95,non
Hauts-de-France,80,589,80589,Neuilly-le-Dien,95,non
Occitanie,81,240,81240,Saint-André,95,non
Grand Est,88,286,88286,Marainville-sur-Madon,95,non
Bourgogne-Franche-Comté,89,146,89146,Domecy-sur-le-Vault,95,non
Bourgogne-Franche-Comté,89,371,89371,Sainte-Vertu,95,non
Guyane,973,358,973358,Saint-Élie,95,non
Hauts-de-France,02,421,02421,Lesges,94,non
Provence-Alpes-Côte d'Azur,04,186,04186,Saint-Laurent-du-Verdon,94,non
Provence-Alpes-Côte d'Azur,05,160,05160,Salérans,94,non
Grand Est,08,047,08047,Barbaise,94,non
Grand Est,08,134,08134,Coulommes-et-Marqueny,94,non
Grand Est,08,234,08234,Inaumont,94,non
Grand Est,08,238,08238,Jonval,94,non
Grand Est,08,446,08446,Thénorgues,94,non
Grand Est,08,477,08477,Villers-devant-Mouzon,94,non
Grand Est,10,108,10108,Courtaoult,94,non
Grand Est,10,305,10305,Prémierfait,94,non
Grand Est,10,431,10431,Villiers-le-Bois,94,non
Occitanie,11,179,11179,Labastide-en-Val,94,non
Auvergne-Rhône-Alpes,15,091,15091,Landeyrat,94,non
Auvergne-Rhône-Alpes,15,155,15155,Pradiers,94,non
Nouvelle-Aquitaine,16,194,16194,Lupsault,94,non
Nouvelle-Aquitaine,19,159,19159,Péret-Bel-Air,94,non
Nouvelle-Aquitaine,19,200,19200,Saint-Étienne-la-Geneste,94,non
Nouvelle-Aquitaine,19,205,19205,Saint-Geniez-ô-Merle,94,non
Nouvelle-Aquitaine,19,212,19212,Saint-Hilaire-Taurieux,94,non
Corse,2A,174,2A174,Murzo,94,non
Bourgogne-Franche-Comté,21,073,21073,Bierre-lès-Semur,94,non
Bourgogne-Franche-Comté,25,006,25006,Adam-lès-Passavant,94,non
Bourgogne-Franche-Comté,25,247,25247,Fontenelle-Montby,94,non
Bourgogne-Franche-Comté,25,492,25492,Rillans,94,non
Bourgogne-Franche-Comté,25,589,25589,Vauclusotte,94,non
Bourgogne-Franche-Comté,25,630,25630,Voires,94,non
Centre-Val de Loire,28,121,28121,Dambron,94,non
Occitanie,32,113,32113,Cravencères,94,non
Nouvelle-Aquitaine,33,428,33428,Saint-Laurent-du-Plan,94,non
Occitanie,34,331,34331,Verreries-de-Moussans,94,non
Bourgogne-Franche-Comté,39,191,39191,Darbonnay,94,non
Centre-Val de Loire,41,196,41196,Ruan-sur-Egvonne,94,non
Occitanie,46,093,46093,Espagnac-Sainte-Eulalie,94,non
Occitanie,48,106,48106,Noalhac,94,non
Occitanie,48,153,48153,Saint-Gal,94,non
Grand Est,51,100,51100,La Caure,94,non
Grand Est,51,233,51233,Escardes,94,non
Grand Est,52,015,52015,Arbigny-sous-Varennes,94,non
Grand Est,52,135,52135,Coiffy-le-Bas,94,non
Grand Est,52,207,52207,Frécourt,94,non
Grand Est,54,204,54204,Forcelles-sous-Gugney,94,non
Grand Est,55,251,55251,Ippécourt,94,non
Grand Est,55,275,55275,Lamouilly,94,non
Grand Est,55,282,55282,Lavallée,94,non
Grand Est,55,345,55345,Mont-devant-Sassey,94,non
Grand Est,55,552,55552,Vigneul-sous-Montmédy,94,non
Bourgogne-Franche-Comté,58,066,58066,Châtin,94,non
Bourgogne-Franche-Comté,58,125,58125,Gien-sur-Cure,94,non
Hauts-de-France,60,061,60061,Belloy,94,non
Hauts-de-France,60,436,60436,Mory-Montcrux,94,non
Hauts-de-France,62,091,62091,Beaudricourt,94,non
Hauts-de-France,62,593,62593,Morval,94,non
Hauts-de-France,62,833,62833,Vacquerie-le-Boucq,94,non
Nouvelle-Aquitaine,64,451,64451,Ponson-Debat-Pouts,94,non
Occitanie,65,386,65386,Saint-Créac,94,non
Bourgogne-Franche-Comté,70,078,70078,Bougey,94,non
Bourgogne-Franche-Comté,71,080,71080,Champagny-sous-Uxelles,94,non
Normandie,76,383,76383,Lestanville,94,non
Normandie,76,679,76679,Sommesnil,94,non
Hauts-de-France,80,081,80081,Belloy-Saint-Léonard,94,non
Hauts-de-France,80,773,80773,Vadencourt,94,non
Occitanie,81,007,81007,Alos,94,non
Occitanie,81,264,81264,Saint-Michel-Labadié,94,non
Grand Est,88,456,88456,Serocourt,94,non
Auvergne-Rhône-Alpes,01,218,01218,Lochieu,93,non
Hauts-de-France,02,578,02578,Oulches-la-Vallée-Foulon,93,non
Provence-Alpes-Côte d'Azur,04,169,04169,La Rochegiron,93,non
Auvergne-Rhône-Alpes,07,158,07158,Mézilhac,93,non
Grand Est,08,144,08144,Doux,93,non
Grand Est,08,278,08278,Marquigny,93,non
Grand Est,08,455,08455,Tourcelles-Chaumont,93,non
Occitanie,09,084,09084,Castex,93,non
Occitanie,11,139,11139,Fenouillet-du-Razès,93,non
Occitanie,12,055,12055,La Capelle-Bonance,93,non
Normandie,14,502,14502,Pierrepont,93,non
Auvergne-Rhône-Alpes,15,040,15040,Chanterelle,93,non
Corse,2B,051,2B051,Cambia,93,non
Corse,2B,302,2B302,San-Giovanni-di-Moriani,93,non
Bourgogne-Franche-Comté,21,182,21182,Collonges-lès-Bévy,93,non
Bourgogne-Franche-Comté,21,216,21216,Culètre,93,non
Bourgogne-Franche-Comté,21,321,21321,Jailly-les-Moulins,93,non
Bourgogne-Franche-Comté,21,533,21533,Rouvres-sous-Meilly,93,non
Bourgogne-Franche-Comté,21,612,21612,Souhey,93,non
Nouvelle-Aquitaine,23,080,23080,Féniers,93,non
Bourgogne-Franche-Comté,25,215,25215,L'Écouvotte,93,non
Bourgogne-Franche-Comté,25,506,25506,Rougemontot,93,non
Auvergne-Rhône-Alpes,26,082,26082,Châteauneuf-de-Bordette,93,non
Occitanie,31,130,31130,Cazaril-Tambourès,93,non
Occitanie,31,243,31243,Juzes,93,non
Occitanie,31,294,31294,Lespiteau,93,non
Occitanie,31,532,31532,Sarremezan,93,non
Occitanie,32,023,32023,Avezan,93,non
Occitanie,32,148,32148,Giscaro,93,non
Occitanie,32,461,32461,Verlus,93,non
Bourgogne-Franche-Comté,39,010,39010,Andelot-Morval,93,non
Bourgogne-Franche-Comté,39,091,39091,Les Chalesmes,93,non
Bourgogne-Franche-Comté,39,127,39127,Chaussenans,93,non
Bourgogne-Franche-Comté,39,314,39314,Marnézia,93,non
Nouvelle-Aquitaine,40,174,40174,Mauries,93,non
